Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_was_missing,Critic_Score_was_missing,Critic_Count_was_missing,User_Count_was_missing
137,15,4,10,7,73.0,10.0,235.0,2.0,320.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
138,15,5,0,7,80.0,19.0,83.0,3.0,185.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
139,15,5,3,7,0.0,0.0,145.0,0.0,145.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
140,15,5,5,7,42.0,10.0,28.0,2.0,82.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
141,15,5,6,7,204.0,48.0,157.0,7.0,416.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
142,15,5,6,7,0.0,0.0,152.0,0.0,152.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
143,15,5,8,7,2693.0,63.0,28.0,47.0,2831.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
144,15,5,8,7,68.0,16.0,41.0,2.0,127.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
145,15,5,10,7,122.0,28.0,246.0,4.0,401.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
146,15,5,10,7,48.0,11.0,156.0,2.0,217.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
147,15,6,0,7,164.0,38.0,142.0,6.0,350.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
148,6,6,0,37,0.0,0.0,2.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
149,15,6,4,7,2908.0,358.0,681.0,77.0,4024.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
150,15,6,4,7,46.0,10.0,92.0,2.0,150.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
151,15,6,4,7,39.0,9.0,43.0,1.0,92.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
152,15,6,4,7,0.0,0.0,51.0,0.0,51.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
153,15,6,5,7,73.0,16.0,40.0,3.0,132.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
154,15,6,8,11,65.0,14.0,21.0,0.0,100.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
155,15,6,10,7,18.0,23.0,153.0,2.0,196.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
156,15,7,0,7,374.0,93.0,169.0,14.0,651.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
157,15,7,0,7,133.0,31.0,104.0,5.0,273.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
158,15,7,0,11,74.0,26.0,61.0,3.0,164.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
159,15,7,0,11,71.0,16.0,25.0,3.0,113.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
160,15,7,0,7,0.0,0.0,56.0,0.0,56.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
161,15,7,4,7,0.0,0.0,265.0,0.0,265.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
162,15,7,4,7,53.0,12.0,109.0,2.0,176.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
163,15,7,6,7,112.0,37.0,41.0,5.0,196.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
164,15,7,7,11,49.0,0.0,52.0,151.0,252.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
165,2,7,8,2,35.0,2.0,0.0,0.0,37.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
166,2,7,10,2,28.0,2.0,0.0,0.0,28.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
167,15,8,1,7,219.0,50.0,161.0,8.0,438.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
168,15,8,2,7,202.0,47.0,45.0,7.0,302.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
169,15,8,2,7,77.0,18.0,142.0,3.0,240.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
170,15,8,4,11,45.0,8.0,27.0,1.0,81.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
171,15,8,7,38,15.0,0.0,241.0,0.0,256.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
172,15,8,7,39,32.0,0.0,52.0,0.0,84.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
173,2,8,8,2,42.0,2.0,0.0,0.0,45.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
174,2,8,8,2,24.0,1.0,0.0,0.0,26.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
175,15,8,10,7,14.0,3.0,198.0,0.0,215.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
176,2,8,10,2,7.0,0.0,0.0,0.0,8.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
177,2,8,10,2,7.0,0.0,0.0,0.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
178,15,9,0,11,93.0,15.0,42.0,1.0,151.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
179,15,9,4,7,953.0,344.0,384.0,46.0,1728.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
180,15,9,4,7,539.0,118.0,70.0,19.0,746.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
181,15,9,4,7,59.0,14.0,81.0,2.0,156.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
